,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,obpm,dbpm,years,position,body_fat_pct,hand_length,hand_width,height_wo_shoes,height_w_shoes,standing_reach,weight,wingspan,3rd_NBA_season
110,755,25.5,0.556,0.488,0.241,0.436,7.2,24.9,6.2,0.8,12.3,13.2,25.1,1.9,2.1,3.4,6.0,1,C,9.3,235,235,2076,2121,2845,238.6,2235,1
111,828,19.8,0.543,0.496,0.121,0.425,9.9,16.1,9.2,1.4,2.1,12.4,20.8,2.1,2.3,3.9,4.1,1,PF,12.1,235,260,2057,2089,2743,241.2,2172,1
112,816,19.4,0.6,0.571,0.491,0.223,2.6,7.8,10.9,1.3,0.3,10.4,22.8,2.7,1.8,6.1,3.3,1,SG,8.3,222,229,1943,1975,2604,205.8,2038,1
113,1127,30.1,0.573,0.534,0.415,0.315,2.2,10.6,40.0,3.6,1.6,12.4,31.5,5.5,1.8,8.6,1.3,2,PG,6.3,216,210,1848,1867,2477,182.8,2013,1
114,756,21.1,0.555,0.512,0.383,0.444,6.4,19.2,8.1,3.3,1.8,12.5,23.1,1.7,1.7,4.7,4.1,1,SF,5.7,229,222,1975,2000,2604,202.8,2191,1
115,1260,22.1,0.509,0.457,0.301,0.338,3.8,13.9,19.7,3.5,0.5,11.6,27.8,3.0,3.0,4.8,4.6,2,PG,5.6,210,216,1842,1886,2502,190.2,2038,1
116,742,20.2,0.547,0.521,0.43,0.299,2.3,13.7,11.8,1.5,1.1,11.8,30.8,1.4,1.1,4.5,0.1,1,SG,6.2,203,216,1924,1956,2565,198.6,2007,1
117,1239,25.5,0.605,0.586,0.372,0.278,8.4,14.8,8.6,1.1,1.5,7.3,23.2,5.1,1.9,8.5,1.8,3,SF,7.5,216,235,2026,2057,2692,218.6,2121,1
118,1408,25.5,0.592,0.536,0.37,0.511,1.3,8.3,33.6,2.8,1.4,13.4,24.2,6.1,1.6,7.3,1.7,4,PG,5.6,210,216,1911,1937,2540,198.0,2019,1
119,1165,29.2,0.619,0.549,0.225,0.565,4.0,13.7,33.0,4.0,3.2,14.2,22.8,5.3,3.1,8.7,6.9,2,PG,6.6,203,216,1937,1968,2578,181.4,2019,1
120,724,23.8,0.61,0.572,0.471,0.371,3.1,14.4,14.0,1.6,2.5,10.7,23.3,2.5,1.8,7.9,4.8,3,SF,5.0,216,241,1962,1988,2565,230.6,2127,1
121,1076,29.5,0.582,0.552,0.064,0.335,13.6,20.2,8.8,2.1,4.8,9.4,26.7,4.2,1.9,7.6,1.4,2,PF,8.9,241,235,2070,2096,2756,246.2,2184,1
122,1090,21.8,0.573,0.513,0.105,0.745,9.0,20.1,10.1,2.4,3.4,13.7,20.5,3.1,2.9,4.4,5.0,2,SF,5.0,222,248,1968,2007,2642,210.8,2184,1
123,1322,20.4,0.575,0.489,0.383,0.5,1.8,9.9,27.5,2.7,0.2,15.9,18.7,4.4,2.1,6.0,3.3,1,PG,6.5,210,222,1842,1880,2464,184.6,1956,1
124,1159,21.6,0.565,0.526,0.131,0.511,9.7,18.1,10.5,1.9,1.8,15.7,24.8,2.7,2.4,3.0,1.6,2,PF,10.1,210,241,2032,2064,2705,238.6,2057,1
125,1082,25.3,0.581,0.533,0.117,0.403,6.0,21.1,20.0,2.3,4.3,14.0,28.5,2.8,2.6,4.0,2.9,4,PF,6.4,229,248,2019,2045,2743,226.6,2172,1
126,1294,25.8,0.552,0.473,0.51,0.447,2.8,12.5,20.3,3.6,3.6,11.0,29.6,4.4,2.5,5.7,1.4,3,SG,6.0,216,210,1943,1981,2642,185.0,2096,1
127,450,18.9,0.508,0.482,0.009,0.628,9.0,18.5,8.2,3.6,8.5,19.3,20.7,0.3,1.2,-0.1,5.3,1,PF,6.2,222,222,2038,2057,2769,199.0,2216,1
128,1113,21.9,0.532,0.505,0.165,0.458,12.2,21.0,9.1,2.5,3.3,10.3,19.7,2.8,2.0,4.7,2.3,1,PF,11.9,241,235,2032,2064,2794,222.4,2222,1
129,1229,24.8,0.588,0.578,0.098,0.508,10.0,19.1,9.2,1.6,3.7,12.9,22.3,3.6,3.0,5.9,3.6,3,PF,11.9,229,248,2007,2019,2769,253.4,2242,1
130,1081,21.7,0.533,0.505,0.024,0.388,10.5,19.6,7.6,1.5,9.6,18.4,25.0,1.2,2.6,1.2,3.6,2,PF,7.2,222,241,2007,2038,2692,238.0,2216,1
131,892,30.4,0.625,0.594,0.147,0.522,11.6,20.9,7.2,1.5,11.2,14.1,25.6,3.2,2.0,5.5,3.2,3,PF,8.8,216,216,2038,2070,2743,242.8,2172,1
132,1007,23.1,0.576,0.543,0.528,0.267,2.0,10.7,15.9,3.8,1.3,8.8,25.2,3.3,2.2,5.6,4.4,4,SG,6.4,218,234,1932,1965,2553,202.6,2056,1
133,1162,22.9,0.56,0.519,0.321,0.311,2.9,13.2,24.4,3.8,2.0,15.7,25.5,3.2,1.4,5.5,2.7,4,SG,6.4,218,234,1932,1965,2553,202.6,2056,1
134,1351,19.4,0.615,0.597,0.618,0.18,4.2,20.4,7.6,1.3,2.7,10.2,17.7,3.5,1.9,6.1,1.5,4,SG,10.2,216,235,1930,1962,2438,215.0,2032,1
135,1322,23.2,0.568,0.524,0.431,0.226,1.7,11.6,21.3,1.8,0.1,11.7,28.7,4.4,1.2,6.5,0.3,2,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
136,994,18.0,0.531,0.446,0.352,0.596,1.7,8.1,26.0,2.5,0.9,15.7,21.4,2.6,2.5,3.7,4.7,2,PG,5.9,210,235,1943,1968,2540,213.2,2057,1
137,1244,19.6,0.54,0.497,0.255,0.362,1.9,13.3,12.8,3.2,1.5,12.8,25.3,2.5,1.9,3.1,3.2,4,SG,6.4,235,229,1905,1937,2604,215.4,2102,1
138,1151,29.0,0.6,0.561,0.008,0.769,9.6,26.8,27.4,3.1,2.5,17.4,26.4,3.9,2.1,7.0,3.3,1,PF,8.2,230,245,2043,2074,2720,233.3,2174,1
139,1246,22.5,0.552,0.525,0.403,0.351,6.0,15.5,11.4,1.9,3.6,11.3,25.5,3.4,1.5,6.0,2.0,1,SF,6.6,223,239,1983,2017,2631,215.5,2111,1
140,939,17.6,0.518,0.471,0.27,0.574,4.4,16.6,15.3,1.7,2.2,17.9,31.4,1.0,1.8,1.1,2.5,1,SG,5.05,222,229,1962,2000,2604,222.8,2127,1
141,1088,23.3,0.541,0.499,0.275,0.462,3.5,14.8,41.8,4.3,1.9,18.8,28.1,2.2,2.3,4.7,5.4,4,PG,5.8,211,224,1905,1937,2540,186.7,2070,1
142,1309,28.2,0.665,0.623,0.536,0.333,4.0,13.1,12.7,1.8,1.4,14.0,30.2,5.7,1.9,10.6,2.2,4,SG,6.1,216,229,1924,1956,2565,212.4,2064,1
143,1267,22.7,0.59,0.559,0.515,0.283,4.9,11.2,12.1,1.6,0.9,12.1,27.3,4.4,1.7,8.1,1.4,1,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
144,848,21.6,0.585,0.561,0.178,0.382,9.8,11.6,6.3,1.9,5.8,14.7,24.1,1.9,1.2,2.8,2.2,1,PF,8.5,229,229,2051,2083,2667,233.0,2140,1
145,1093,31.1,0.665,0.646,0.0,0.674,11.9,22.1,13.9,1.1,5.0,13.7,25.6,4.9,1.9,7.6,2.8,2,C,5.8,235,260,2140,2159,2832,239.0,2203,1
146,1149,29.3,0.654,0.618,0.036,0.499,11.7,28.3,11.3,1.1,2.7,16.0,25.5,4.6,2.8,5.7,2.5,2,C,7.7,232,250,2091,2125,2791,242.7,2213,1
147,1040,20.8,0.537,0.493,0.339,0.337,9.2,14.8,14.8,2.4,2.7,15.3,28.1,2.4,1.4,5.3,1.3,4,SF,6.45,229,216,1994,2026,2591,220.2,2121,1
148,1022,29.7,0.608,0.579,0.527,0.214,3.0,21.2,45.8,1.9,0.7,14.8,28.5,5.0,2.2,11.3,4.3,4,SG,9.2,216,248,1930,1975,2591,210.4,2102,1
149,1002,20.7,0.571,0.492,0.32,0.614,1.5,11.6,33.7,2.3,1.0,18.2,25.3,2.7,1.8,4.1,3.0,2,PG,5.2,229,248,1892,1930,2540,201.8,2115,1
150,1107,20.9,0.534,0.48,0.239,0.439,7.8,24.2,11.0,1.4,4.4,12.9,26.7,2.0,2.0,2.8,1.1,1,PF,11.2,216,248,2083,2121,2743,242.0,2191,1
151,1014,20.8,0.583,0.541,0.361,0.326,5.0,15.1,9.8,1.8,0.6,11.5,24.2,2.9,1.1,5.2,1.0,1,SG,6.9,216,229,1918,1943,2553,189.8,2007,1
152,464,28.8,0.636,0.596,0.401,0.42,2.4,18.9,33.3,2.0,0.7,11.4,25.6,2.2,0.7,8.5,2.9,4,SG,7.55,216,235,1975,2007,2565,191.0,2083,1
153,1341,22.4,0.539,0.513,0.258,0.358,4.3,18.0,24.1,2.2,2.5,11.2,24.4,3.4,2.5,4.7,3.4,3,SG,7.0,203,235,1937,1975,2565,206.6,2064,1
154,1272,13.8,0.51,0.465,0.544,0.381,1.7,12.1,12.8,2.0,0.9,14.0,23.2,1.5,1.8,1.4,2.1,1,SG,7.0,222,254,1949,1988,2578,199.6,2134,1
155,1176,31.6,0.569,0.542,0.029,0.396,13.4,23.6,12.1,1.7,6.5,10.0,29.1,4.4,3.4,5.5,2.7,2,PF,5.2,235,254,2038,2070,2731,226.6,2216,1
156,567,18.6,0.54,0.516,0.011,0.326,7.3,14.7,3.6,0.9,10.3,13.1,22.2,0.9,1.1,-1.3,4.0,1,PF,5.7,222,229,2096,2127,2680,215.8,2197,1
157,1139,16.8,0.485,0.451,0.243,0.342,4.1,13.7,25.6,2.8,0.8,16.3,25.8,1.2,1.6,1.9,1.8,1,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
158,866,23.3,0.584,0.59,0.01,0.538,9.9,17.3,10.2,0.5,5.9,14.2,26.8,2.0,1.8,3.1,3.0,3,C,6.55,222,267,2089,2121,2718,243.6,2229,1
159,650,23.9,0.601,0.598,0.0,0.191,13.5,19.0,7.5,0.8,10.2,12.1,19.3,1.7,1.6,3.4,4.5,1,PF,9.7,229,235,2064,2096,2756,237.2,2197,1
160,202,20.5,0.572,0.569,0.0,0.466,10.4,27.1,0.9,2.0,11.9,19.4,21.7,0.2,0.6,-1.6,5.4,1,PF,5.6,216,248,2019,2057,2731,218.6,2248,1
161,1263,25.1,0.585,0.532,0.382,0.31,2.1,13.4,19.5,1.8,0.9,8.3,28.4,4.9,2.1,8.1,3.2,4,SG,5.4,229,260,1924,1968,2489,223.0,2096,1
162,1113,21.3,0.591,0.56,0.515,0.294,3.6,12.4,22.7,3.9,1.2,14.2,20.3,2.7,2.2,3.9,3.7,2,PG,4.7,222,222,1962,2000,2553,180.8,2083,1
163,1259,21.0,0.56,0.514,0.381,0.325,3.0,8.0,25.1,2.1,0.8,13.3,24.1,3.8,0.6,5.2,0.8,3,PG,6.5,210,229,1829,1861,2362,193.8,1968,1
164,1112,18.8,0.64,0.602,0.514,0.339,4.4,14.4,7.0,2.1,3.4,15.8,18.2,2.4,2.0,4.8,3.3,4,SF,7.1,210,235,2032,2064,2591,208.6,2064,1
165,1162,25.9,0.625,0.6,0.276,0.23,4.8,15.6,19.2,1.5,1.8,13.8,28.7,4.2,1.4,7.1,1.6,4,PF,10.05,235,235,2000,2045,2616,230.8,2083,1
166,1088,15.8,0.583,0.555,0.415,0.315,2.9,14.4,8.0,1.9,2.1,16.9,21.5,1.5,1.4,1.9,1.6,2,SG,6.4,218,234,1932,1965,2553,202.6,2056,1
167,901,19.7,0.513,0.477,0.245,0.449,3.5,14.3,28.5,1.8,1.3,15.1,27.4,1.8,1.6,3.6,3.0,4,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
168,892,28.0,0.558,0.535,0.287,0.383,4.0,13.9,35.5,2.5,3.1,13.4,31.4,3.3,0.6,7.7,1.7,1,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
169,1263,24.7,0.673,0.668,0.566,0.286,3.2,14.3,31.4,2.8,2.1,18.6,18.1,4.8,2.0,8.1,3.9,1,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
170,966,22.0,0.566,0.507,0.321,0.381,4.8,19.7,12.4,2.3,3.2,15.0,26.2,2.3,1.8,4.6,3.2,1,SF,6.6,223,239,1983,2017,2631,215.5,2111,1
171,1077,24.2,0.559,0.552,0.21,0.403,8.7,17.5,18.2,3.1,3.5,15.9,27.2,2.7,2.2,5.7,4.2,1,SF,6.6,223,239,1983,2017,2631,215.5,2111,1
172,1064,22.7,0.549,0.498,0.154,0.474,2.1,12.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,4.3,3.9,1,PG,4.5,216,216,1880,1911,2540,169.6,1994,1
173,839,24.6,0.614,0.568,0.348,0.461,7.7,25.1,7.5,2.4,6.2,13.3,20.3,2.4,1.9,5.8,4.2,1,PF,8.2,230,245,2043,2074,2720,233.3,2174,1
174,1140,25.0,0.635,0.584,0.434,0.436,10.0,17.5,5.6,0.8,1.8,8.1,22.5,4.8,1.8,7.9,1.5,1,PF,8.2,230,245,2043,2074,2720,233.3,2174,1
175,1114,23.1,0.563,0.52,0.364,0.476,2.7,11.5,34.2,3.1,1.2,17.3,27.2,3.1,0.9,5.4,1.1,1,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
176,673,31.0,0.703,0.676,0.101,0.715,12.1,23.3,4.4,1.5,9.8,17.8,24.8,2.6,2.4,4.6,6.0,1,PF,8.9,222,235,2089,2134,2819,232.2,2159,1
177,1218,21.5,0.586,0.543,0.47,0.323,1.1,7.3,13.3,1.6,1.5,10.4,27.2,3.9,1.9,6.5,2.5,1,SG,6.4,218,234,1932,1965,2553,202.6,2056,1
178,1314,24.4,0.629,0.579,0.414,0.386,3.9,12.1,13.6,1.4,0.9,9.3,24.0,5.5,1.6,8.4,2.0,2,SG,6.6,203,222,1943,1968,2502,196.2,1962,1
179,1098,21.8,0.534,0.498,0.509,0.243,3.7,12.9,16.0,3.7,1.7,10.2,24.6,3.0,2.4,5.7,5.5,2,SG,5.9,216,241,1861,1905,2464,211.4,2083,1
180,1145,22.0,0.624,0.599,0.0,0.831,11.1,17.3,4.7,1.2,4.9,13.9,18.5,3.3,2.3,4.5,3.6,1,C,7.7,232,250,2091,2125,2791,242.7,2213,1
181,885,25.2,0.671,0.689,0.051,0.294,8.0,19.0,8.5,1.9,5.9,15.1,22.0,2.5,1.8,4.2,4.2,1,C,7.8,222,248,2083,2115,2832,229.0,2210,1
182,1155,20.9,0.628,0.605,0.361,0.197,6.6,16.5,8.5,1.1,5.2,11.2,18.3,3.2,1.6,5.4,2.5,3,PF,6.4,235,260,2051,2096,2781,234.4,2210,1
183,1048,26.6,0.66,0.652,0.152,0.278,9.0,19.7,13.2,1.1,3.5,10.8,22.0,4.2,1.6,6.5,2.1,1,PF,6.8,216,241,2051,2076,2718,222.2,2108,1
184,878,35.9,0.658,0.622,0.003,0.585,16.4,25.6,4.5,1.3,6.6,11.1,29.9,4.6,1.0,9.3,0.7,2,PF,5.4,229,254,2038,2070,2705,225.2,2115,1
185,300,19.8,0.57,0.577,0.0,0.308,16.4,21.6,5.6,1.7,5.3,16.8,17.9,0.6,0.6,1.5,2.9,1,PF,5.2,241,273,2064,2096,2781,232.0,2216,1
186,1061,20.3,0.571,0.566,0.022,0.472,10.9,18.9,5.7,1.0,5.0,17.8,22.6,1.5,1.7,2.6,2.6,1,C,7.4,241,267,2057,2089,2781,233.6,2267,1
187,402,23.8,0.611,0.615,0.369,0.393,8.5,16.1,11.0,3.0,5.5,15.2,20.8,1.1,0.7,5.4,3.5,2,SF,6.8,235,241,1988,2026,2731,232.4,2191,1
188,1139,26.2,0.62,0.572,0.202,0.499,10.7,32.7,18.9,0.8,2.5,18.5,28.1,3.7,2.6,6.1,3.4,2,PF,12.55,229,260,2019,2045,2718,246.6,2222,1
189,894,25.0,0.565,0.542,0.233,0.352,11.3,23.3,15.2,1.1,1.6,12.8,27.0,2.8,1.8,5.6,0.7,3,SF,9.4,216,241,2032,2070,2731,222.6,2140,1
190,553,26.2,0.59,0.573,0.0,0.59,18.6,19.0,7.2,1.0,4.4,9.9,20.7,2.1,1.0,5.6,2.3,1,C,12.0,241,241,2064,2102,2858,248.8,2261,1
191,1116,27.3,0.627,0.578,0.356,0.45,3.5,10.5,28.6,2.2,4.9,14.2,25.3,4.5,1.4,9.0,3.4,1,PG,6.2,210,216,1911,1943,2578,189.8,2019,1
192,1193,28.2,0.619,0.59,0.395,0.367,5.8,17.6,18.8,2.9,1.0,11.5,27.8,5.1,2.6,8.1,3.9,4,SG,5.8,216,241,1924,1956,2565,209.2,2038,1
193,895,17.0,0.598,0.564,0.459,0.363,3.1,8.3,12.6,1.3,0.2,12.9,21.1,2.4,0.9,3.7,1.4,1,PG,6.7,210,229,1880,1918,2489,201.6,2019,1
194,1098,20.1,0.585,0.532,0.271,0.506,4.1,20.0,22.9,1.9,1.2,17.2,22.3,2.6,1.8,4.9,2.6,4,SG,4.0,222,241,1968,2000,2680,193.4,2159,1
195,1301,25.5,0.622,0.573,0.354,0.484,2.0,10.5,26.1,2.0,0.2,12.4,25.6,5.8,1.7,8.6,2.7,4,PG,5.8,211,224,1871,1904,2479,186.7,1990,1
196,1195,26.5,0.621,0.572,0.399,0.508,8.4,15.0,9.3,0.8,1.6,8.5,25.9,5.5,2.2,8.3,1.1,1,SF,5.5,222,241,1962,2000,2591,241.4,2076,1
197,1124,26.4,0.658,0.641,0.052,0.435,12.2,22.4,11.4,2.5,8.5,18.8,18.0,3.2,3.0,5.3,5.5,3,PF,5.4,235,241,2007,2045,2654,223.6,2127,1
198,1008,20.8,0.544,0.51,0.35,0.282,4.0,12.0,11.6,1.9,0.4,11.4,29.4,2.5,1.3,4.6,1.0,2,SG,7.9,222,254,1949,1988,2629,221.6,2083,1
199,954,21.6,0.601,0.56,0.211,0.519,9.7,17.2,9.8,1.6,5.7,18.0,22.2,2.4,1.4,3.8,2.4,2,PF,9.4,241,260,2070,2102,2858,247.8,2286,1
200,1098,23.9,0.611,0.595,0.567,0.123,5.1,18.1,6.9,1.6,0.6,6.8,23.1,3.9,2.0,8.2,1.3,2,SG,5.3,216,235,1943,1968,2540,205.2,2057,1
201,886,25.5,0.585,0.556,0.336,0.299,4.8,9.7,23.1,2.5,2.0,13.0,31.6,3.1,1.6,6.2,2.9,3,SG,7.5,210,235,1956,1981,2553,220.2,1981,1
202,1143,21.7,0.583,0.546,0.387,0.313,6.0,16.9,17.9,2.7,2.2,14.6,21.9,3.3,2.7,4.8,4.0,4,SG,6.4,218,234,1932,1965,2553,202.6,2056,1
203,1051,30.3,0.59,0.51,0.337,0.59,8.0,16.3,19.1,3.6,3.4,11.9,29.5,4.4,2.8,11.0,6.2,4,SG,7.8,222,222,1918,1949,2616,211.6,2083,1
204,1237,24.7,0.555,0.523,0.308,0.239,3.7,11.3,32.0,2.4,0.8,7.5,22.8,4.8,1.7,7.5,3.0,4,PG,6.9,210,222,1861,1892,2451,175.2,1930,1
205,696,21.1,0.57,0.507,0.209,0.645,1.8,13.7,30.2,2.3,2.7,17.4,24.0,1.8,0.9,5.1,3.7,3,PG,8.3,210,229,1930,1975,2604,176.4,2057,1
206,1020,16.7,0.57,0.521,0.318,0.492,1.5,13.8,17.8,3.1,2.3,18.3,18.1,1.7,2.0,2.2,5.2,2,PG,6.4,216,222,1854,1886,2527,192.4,2064,1
207,1172,32.6,0.65,0.625,0.078,0.424,13.5,28.2,10.2,1.0,6.1,11.3,26.6,5.5,2.1,8.6,2.4,1,C,7.7,232,250,2091,2125,2791,242.7,2213,1
208,1118,30.6,0.643,0.64,0.132,0.475,13.8,21.5,8.8,1.4,2.6,12.2,26.3,4.8,2.1,8.8,2.0,1,PF,8.2,230,245,2043,2074,2720,233.3,2174,1
209,764,26.9,0.647,0.595,0.414,0.573,8.8,19.7,9.3,1.6,14.3,17.4,23.5,2.3,2.2,4.4,7.3,1,PF,8.2,230,245,2043,2074,2720,233.3,2174,1
210,1133,28.3,0.585,0.518,0.531,0.443,1.3,10.0,48.6,2.5,0.7,18.2,37.1,4.6,1.1,9.7,1.3,1,PG,5.35,203,235,1842,1873,2426,177.8,1905,1
211,906,28.3,0.593,0.567,0.189,0.441,12.2,28.2,3.6,1.5,13.1,12.3,21.3,2.4,2.4,5.0,5.9,1,C,6.2,248,260,2115,2153,2934,225.6,2388,1
212,997,28.2,0.628,0.591,0.144,0.527,12.8,23.2,13.0,1.7,7.6,15.8,22.8,3.6,2.3,6.3,5.1,1,C,7.7,232,250,2091,2125,2791,242.7,2213,1
213,987,23.5,0.567,0.498,0.299,0.575,4.1,9.8,27.8,1.6,0.3,14.2,32.9,3.2,1.2,5.8,1.1,1,PG,5.6,210,216,1842,1867,2502,183.0,2013,1
214,1198,17.0,0.556,0.51,0.38,0.373,3.3,14.5,8.7,1.5,1.0,14.1,24.6,2.3,1.7,3.3,1.8,1,SF,4.95,222,235,2026,2057,2743,212.6,2127,1
215,1285,26.8,0.655,0.623,0.503,0.282,5.2,13.8,10.6,2.7,3.5,9.1,23.2,5.4,2.4,8.7,4.1,3,SF,6.6,223,239,1983,2017,2631,215.5,2111,1
216,1248,21.2,0.578,0.516,0.151,0.464,3.2,10.0,28.8,2.8,1.7,17.9,21.9,3.3,1.9,5.3,3.7,1,PG,3.0,229,229,1943,1981,2642,180.0,2121,1
217,1067,22.6,0.572,0.535,0.427,0.239,5.2,18.2,16.9,1.2,2.5,11.6,27.1,3.3,2.2,6.2,2.5,2,SF,5.9,229,248,1962,2000,2629,220.4,2070,1
218,1260,21.3,0.608,0.564,0.386,0.343,1.5,9.7,19.5,1.4,0.4,13.9,27.3,3.9,1.0,5.5,0.1,3,SG,6.05,229,254,1930,1956,2489,188.4,2013,1
219,1093,16.6,0.532,0.494,0.342,0.326,5.9,18.0,18.7,2.9,0.8,18.8,21.0,1.5,1.6,1.4,2.3,1,SF,7.05,229,248,1975,2000,2667,208.0,2089,1
220,1170,20.9,0.608,0.59,0.542,0.274,4.9,13.9,20.0,2.0,0.7,15.2,22.4,3.7,1.8,6.1,2.9,3,SG,5.0,210,229,1918,1943,2477,200.6,1981,1
